,Word,CobLog,CompCnt,PhonDISC,Class,SylCnt,num_phones,num_sylls_est,log_prob,surprisal
304,Achilles' heel,0.0,2,@kIlizhil,N,4,9,4,-15.703877923406196,15.703877923406196
305,Achilles tendon,0.0,2,@kIliztEnd@n,N,5,12,5,-17.764221860555477,17.764221860555477
306,achoo,0.0,0,@Ju,I,2,3,2,-7.65101477673679,7.65101477673679
307,acid,1.32,1,{sId,N,2,4,2,-5.889763798238834,5.889763798238834
308,acid,0.78,1,{sId,A,2,4,2,-5.889763798238834,5.889763798238834
309,acidic,0.0,2,@sIdIk,A,3,6,3,-7.601208916341566,7.601208916341566
310,acidify,0.0,2,@sIdIf2,V,4,7,4,-9.83450667653883,9.83450667653883
311,acidity,0.0,2,@sId@tI,N,4,7,4,-8.487285342262009,8.487285342262009
312,acid test,0.0,2,{sIdtEst,N,3,8,3,-12.24325751695216,12.24325751695216
313,acidulate,0.0,2,@sIdjUl1t,V,4,9,4,-10.230387814153726,10.230387814153726
314,acidulated,0.0,1,@sIdjUl1tId,A,5,11,5,-12.367288797216412,12.367288797216412
315,acidulous,0.0,2,@sIdjUl@s,A,4,9,4,-10.315305560183367,10.315305560183367
316,ack-ack,0.0,1,{k{k,N,2,4,2,-5.726292118936169,5.726292118936169
317,acknowledge,1.53,2,@knQlI_,V,3,7,3,-11.321342494482042,11.321342494482042
318,acknowledgement,0.7,2,@knQlI_m@nt,N,4,11,4,-15.313205198190516,15.313205198190516
319,acme,0.0,1,{kmI,N,2,4,2,-6.718796361439412,6.718796361439412
320,acne,0.0,1,{knI,N,2,4,2,-6.25697110232502,6.25697110232502
321,acolyte,0.0,0,{k5l2t,N,3,6,3,-8.020001121081819,8.020001121081819
322,aconite,0.0,0,{k@n2t,N,3,6,3,-7.478411826804878,7.478411826804878
323,acorn,0.3,1,1k$n,N,2,4,2,-7.5164799089562235,7.5164799089562235
324,acorn-cup,0.0,2,1k$nkVp,N,3,7,3,-12.393348850863848,12.393348850863848
325,acoustic,0.0,0,@kustIk,A,3,7,3,-9.932159120183707,9.932159120183707
326,acoustic,0.0,1,@kustIk,N,3,7,3,-9.932159120183707,9.932159120183707
327,acoustically,0.0,2,@kustIk@lI,ADV,5,10,5,-11.90648555737726,11.90648555737726
328,acoustics,0.0,2,@kustIks,N,3,8,3,-10.78407673068223,10.78407673068223
329,acquaintance,1.23,2,@kw1nt@ns,N,3,9,3,-10.774161640221507,10.774161640221507
330,acquaintanceship,0.0,2,@kw1nt@nSIp,N,4,11,4,-14.876186060637348,14.876186060637348
331,acquaint with,0.0,0,@kw1ntwID,V,3,9,3,-14.145624511748732,14.145624511748732
332,acquiesce,0.3,0,{kwIEs,V,3,6,3,-9.130863339624645,9.130863339624645
333,acquiescence,0.3,2,{kwIEsHs,N,4,8,3,-12.698787081986698,12.698787081986698
334,acquiescent,0.0,2,{kwIEsHt,A,4,8,3,-12.399326104294207,12.399326104294207
335,acquiescently,0.0,2,{kwIEsHtlI,ADV,5,10,4,-14.358252752133833,14.358252752133833
336,acquire,1.76,0,@kw2@R,V,3,6,3,-7.553250388225299,7.553250388225299
337,acquired taste,0.0,2,@kw2@dt1st,N,4,10,4,-15.61583725716018,15.61583725716018
338,acquirement,0.0,2,@kw2@m@nt,N,4,9,4,-10.811146215199372,10.811146215199372
339,acquisition,1.08,2,{kwIzISH,N,4,8,3,-9.193881434290297,9.193881434290297
340,acquisitive,0.0,2,@kwIzItIv,A,4,9,4,-12.108524323678973,12.108524323678973
341,acquisitively,0.0,2,@kwIzItIvlI,ADV,5,11,5,-13.558839536907389,13.558839536907389
342,acquisitiveness,0.0,2,@kwIzItIvnIs,N,5,12,5,-15.088695857856175,15.088695857856175
343,acquit,0.48,2,@kwIt,V,2,5,2,-7.188401397952233,7.188401397952233
344,acquittal,0.0,2,@kwItP,N,3,6,2,-8.555308335981666,8.555308335981666
345,acre,1.58,1,1k@R,N,2,4,2,-5.434317173156199,5.434317173156199
346,acreage,0.3,2,1k@rI_,N,3,6,3,-8.75431823785233,8.75431823785233
347,acrid,0.3,0,{krId,A,2,5,2,-6.351533231661179,6.351533231661179
348,acrimonious,0.0,2,{krIm5nj@s,A,4,10,4,-12.267016635675398,12.267016635675398
349,acrimoniously,0.0,2,{krIm5nj@slI,ADV,5,12,5,-14.045571528592173,14.045571528592173
350,acrimony,0.0,0,{krIm@nI,N,4,8,4,-8.68621256872106,8.68621256872106
351,acrobat,0.0,0,{kr@b{t,N,3,7,3,-8.535852898569985,8.535852898569985
352,acrobatic,0.0,2,{kr5b{tIk,A,4,9,4,-11.275656592889874,11.275656592889874
353,acrobatically,0.0,2,{kr5b{tIk@lI,ADV,6,12,6,-13.249983030083426,13.249983030083426
354,acrobatics,0.0,2,{kr5b{tIks,N,4,10,4,-12.127574203388397,12.127574203388397
355,acronym,0.0,0,{kr5nIm,N,3,7,3,-9.152655681334746,9.152655681334746
356,Acropolis,0.0,0,@krQp@lIs,N,4,9,4,-10.770088489448812,10.770088489448812
357,acropolis,0.0,1,@krQp@lIs,N,4,9,4,-10.770088489448812,10.770088489448812
358,across,1.7,1,@krQs,ADV,2,5,2,-7.618812495607562,7.618812495607562
359,across,2.36,2,@krQs,PREP,2,5,2,-7.618812495607562,7.618812495607562
360,across from,0.0,2,@krQsfrQm,PREP,3,9,3,-13.546800647389759,13.546800647389759
361,acrostic,0.0,0,@krQstIk,N,3,8,3,-10.282059472414247,10.282059472414247
362,acrylic,0.0,1,@krIlIk,N,3,7,3,-8.642763252788816,8.642763252788816
363,acrylic,0.0,0,{krIlIk,A,3,7,3,-7.927023971485677,7.927023971485677
364,acrylic fibre,0.0,2,@krIlIkf2b@,N,5,11,5,-16.075495980771183,16.075495980771183
365,act,2.19,1,{kt,N,1,3,1,-4.347065182907773,4.347065182907773
366,act,2.09,1,{kt,V,1,3,1,-4.347065182907773,4.347065182907773
367,act as,0.0,2,{kt{s,V,2,5,2,-7.27320357739046,7.27320357739046
368,acting,1.2,1,{ktIN,N,2,5,2,-5.996308428853117,5.996308428853117
369,acting,0.0,1,{ktIN,A,2,5,2,-5.996308428853117,5.996308428853117
370,actinic,0.0,2,{ktinIk,A,3,7,3,-9.283031181592918,9.283031181592918
371,actinism,0.0,0,{ktInIz@m,N,4,9,4,-10.640277077626305,10.640277077626305
372,action,2.36,2,{kSH,N,2,4,1,-4.735473319048632,4.735473319048632
373,actionable,0.0,2,{kSH@bP,A,4,7,2,-7.937043721002074,7.937043721002074
374,action painting,0.0,2,{kSHp1ntIN,N,4,10,3,-13.642676335546218,13.642676335546218
375,action stations,0.0,0,{kSHst1SHz,I,4,10,2,-11.539197729025451,11.539197729025451
376,activate,0.7,2,{ktIv1t,V,3,7,3,-8.575275583569834,8.575275583569834
377,activation,0.0,2,{ktIv1SH,N,4,8,3,-8.429318853179785,8.429318853179785
378,active,1.76,2,{ktIv,A,2,5,2,-6.719728358178696,6.719728358178696
379,active,0.0,1,{ktIv,N,2,5,2,-6.719728358178696,6.719728358178696
380,actively,1.0,2,{ktIvlI,ADV,3,7,3,-8.170043571407112,8.170043571407112
381,active service,0.0,2,{ktIvs3vIs,N,4,10,4,-14.259955576551905,14.259955576551905
382,active voice,0.0,2,{ktIvv4s,N,3,8,3,-14.890356012592834,14.890356012592834
383,activist,1.18,2,{ktIvIst,N,3,8,3,-8.896226921677332,8.896226921677332
384,activity,2.2,2,{ktIv@tI,N,4,8,4,-8.99422979145158,8.99422979145158
385,act of God,0.0,0,{ktQvgQd,N,3,8,3,-16.233992800110492,16.233992800110492
386,actor,1.92,2,{kt@R,N,2,5,2,-5.487289672081966,5.487289672081966
387,act out,0.0,2,{kt6t,V,2,5,2,-7.767499906666869,7.767499906666869
388,actress,1.3,2,{ktrIs,N,2,6,2,-6.819375211994993,6.819375211994993
389,Acts,0.0,0,{kts,N,1,4,1,-6.23277424266656,6.23277424266656
390,actual,1.78,2,{kJ9l,A,2,5,2,-7.8982266474658624,7.8982266474658624
391,actuality,0.3,2,{kJU{l@tI,N,5,9,5,-12.970614071181334,12.970614071181334
392,actually,2.37,2,{kJ9lI,ADV,3,6,3,-7.91365343260177,7.91365343260177
393,actuarial,0.0,2,{ktjU8r7l,A,4,9,4,-12.966547017063341,12.966547017063341
394,actuary,0.0,0,{ktj9rI,N,3,7,3,-8.01819079302612,8.01819079302612
395,actuate,0.0,2,{ktjU1t,V,3,7,3,-8.98240742215853,8.98240742215853
396,act up,0.0,2,{ktVp,V,2,5,2,-8.429831812795417,8.429831812795417
397,act up to,0.0,0,{ktVptu,V,3,7,3,-12.26444421366158,12.26444421366158
398,acuity,0.0,2,@kju@tI,N,4,7,4,-9.28503071345782,9.28503071345782
399,acumen,0.0,1,{kjUm@n,N,3,7,3,-8.286894796949666,8.286894796949666
400,acupuncture,0.0,0,{kjUpVNkJ@R,N,4,11,4,-14.271806477522604,14.271806477522604
401,acute,1.2,1,@kjut,A,2,5,2,-6.634659725332087,6.634659725332087
402,acutely,0.7,2,@kjutlI,ADV,3,7,3,-8.593586373171712,8.593586373171712
403,acuteness,0.0,2,@kjutnIs,N,3,8,3,-10.388424374070334,10.388424374070334
404,ad,0.95,1,{d,N,1,2,1,-3.7503434562705444,3.7503434562705444
405,AD,1.66,0,1di,,2,3,2,-6.616403406871011,6.616403406871011
406,adage,0.0,0,{dI_,N,2,4,2,-6.398280800842981,6.398280800842981
407,adagio,0.0,1,@d#_I5,N,4,6,4,-11.110088863841884,11.110088863841884
408,adagio,0.0,0,@d#_I5,A,4,6,4,-11.110088863841884,11.110088863841884
409,adagio,0.0,1,@d#_I5,ADV,4,6,4,-11.110088863841884,11.110088863841884
410,Adam,1.6,0,{d@m,N,2,4,2,-6.2026440237057745,6.2026440237057745
411,adamancy,0.0,2,{d@m@nsI,N,4,8,4,-9.485807310787582,9.485807310787582
412,adamant,0.0,1,{d@m@nt,N,3,7,3,-8.238384426900875,8.238384426900875
413,adamant,0.48,0,{d@m@nt,A,3,7,3,-8.238384426900875,8.238384426900875
414,adamantine,0.0,2,{d@m{nt2n,A,4,9,4,-11.615490392555643,11.615490392555643
415,adamantly,0.0,2,{d@m@ntlI,ADV,4,9,4,-10.197311074740503,10.197311074740503
416,Adam's apple,0.0,3,{d@mz{pP,N,4,8,3,-12.884752147705052,12.884752147705052
417,adapt,1.42,0,@d{pt,V,2,5,2,-8.445657607097,8.445657607097
418,adaptability,0.0,2,@d{pt@bIl@tI,N,6,12,6,-15.500921232637815,15.500921232637815
419,adaptable,0.48,2,@d{pt@bP,A,4,8,3,-10.847031715625832,10.847031715625832
420,adaptation,1.0,2,{d{pt1SH,N,4,8,3,-10.488789499152118,10.488789499152118
421,adapter,0.0,2,@d{pt@R,N,3,7,3,-9.585882096271193,9.585882096271193
422,ADC,0.0,0,1disi,,3,5,3,-9.527023725927013,9.527023725927013
423,add,2.37,1,{d,V,1,2,1,-3.7503434562705444,3.7503434562705444
424,addendum,0.0,0,@dEnd@m,N,3,7,3,-9.27847790764272,9.27847790764272
425,adder,0.0,0,{d@R,N,2,4,2,-4.980488599926801,4.980488599926801
426,addict,0.6,1,{dIkt,N,2,5,2,-6.572967171483567,6.572967171483567
427,addict,0.48,0,@dIkt,V,2,5,2,-6.580499991070076,6.580499991070076
428,addiction,0.48,2,@dIkSH,N,3,6,2,-6.968908127210936,6.968908127210936
429,addictive,0.0,2,@dIktIv,A,3,7,3,-8.953163166340998,8.953163166340998
430,adding-machine,0.0,2,{dINm@Sin,N,4,9,4,-14.743917487609595,14.743917487609595
431,addition,1.81,2,@dISH,N,3,5,2,-5.826434885806593,5.826434885806593
432,additional,1.56,2,@dIS@nP,A,4,7,3,-9.03316071169999,9.03316071169999
433,additional,0.0,2,@dIS@nP,PRON,4,7,3,-9.03316071169999,9.03316071169999
434,additionally,0.3,2,@dISH@lI,ADV,5,8,4,-8.974005297796445,8.974005297796445
435,additive,0.7,2,{dItIv,N,3,6,3,-8.01780567430562,8.01780567430562
436,addle,0.0,1,{dP,V,2,3,1,-4.97026912783288,4.97026912783288
437,addle-brained,0.0,3,{dPbr1nd,A,3,8,2,-12.045016364954016,12.045016364954016
438,addle-head,0.0,2,{dPhEd,N,3,6,2,-10.417922600069078,10.417922600069078
439,addle-pated,0.0,3,{dPp1tId,A,4,8,3,-12.722231257788826,12.722231257788826
440,address,1.69,1,@drEs,N,2,5,2,-7.1819741509409765,7.1819741509409765
441,address,1.54,1,@drEs,V,2,5,2,-7.1819741509409765,7.1819741509409765
442,addressee,0.0,2,{drEsi,N,3,6,3,-9.457010733537905,9.457010733537905
443,Addressograph,0.0,1,@drEs5gr#f,N,4,10,4,-15.141926072066086,15.141926072066086
444,Addressograph,0.0,0,@drEs5gr#f,N,4,10,4,-15.141926072066086,15.141926072066086
445,add to,0.0,2,{dtu,V,2,4,2,-9.853035664023903,9.853035664023903
446,adduce,0.0,0,@djus,V,2,5,2,-6.785616003441631,6.785616003441631
447,add up,0.0,2,{dVp,V,2,4,2,-7.3074660362964075,7.3074660362964075
448,add up to,0.0,0,{dVptu,V,3,6,3,-11.14207843716257,11.14207843716257
449,adenoidal,0.0,2,{dIn4dP,A,4,7,3,-10.282829621148027,10.282829621148027
450,adenoidally,0.0,2,{dIn4dPI,ADV,5,8,4,-12.37491766247153,12.37491766247153
451,adenoids,0.0,0,{dIn4dz,N,3,7,3,-10.734447631035632,10.734447631035632
452,adept,0.0,1,{dEpt,N,2,5,2,-7.98123581733515,7.98123581733515
453,adept,0.48,1,{dEpt,A,2,5,2,-7.98123581733515,7.98123581733515
454,adeptly,0.0,2,{dEpt,ADV,2,5,2,-7.98123581733515,7.98123581733515
455,adequacy,0.0,2,{dIkw@sI,N,4,8,4,-10.002422892001688,10.002422892001688
456,adequate,1.48,0,{dIkw@t,A,3,7,3,-8.955859441300767,8.955859441300767
457,adequately,0.9,2,{dIkw@tlI,ADV,4,9,4,-10.914786089140394,10.914786089140394
458,adhere,0.7,0,@dh7R,V,2,5,2,-8.302191756796526,8.302191756796526
459,adherence,0.3,2,@dh7r@ns,N,3,8,3,-11.310387015017202,11.310387015017202
460,adherent,0.48,1,@dh7r@nt,N,3,8,3,-11.04861666123243,11.04861666123243
461,adherent,0.0,2,@dh7r@nt,A,3,8,3,-11.04861666123243,11.04861666123243
462,adhere to,0.0,2,@dh7tu,V,3,6,3,-12.296165082948189,12.296165082948189
463,adhesion,0.0,2,@dhiZH,N,3,6,2,-10.238027958529779,10.238027958529779
464,adhesive,0.3,1,@dhisIv,N,3,7,3,-11.531194268429022,11.531194268429022
465,adhesive,0.3,2,@dhisIv,A,3,7,3,-11.531194268429022,11.531194268429022
466,ad hoc,0.0,0,{dhQk,ADV,2,5,2,-8.702107347931571,8.702107347931571
467,ad hoc,0.0,1,{dhQk,A,2,5,2,-8.702107347931571,8.702107347931571
468,adieu,0.0,1,@dju,N,2,4,2,-6.137573155608651,6.137573155608651
469,adieu,0.0,0,@dju,I,2,4,2,-6.137573155608651,6.137573155608651
470,ad infinitum,0.0,0,{dInfIn2t@m,ADV,5,11,5,-13.970071296036801,13.970071296036801
471,ad interim,0.0,0,{dInt@rIm,ADV,4,9,4,-10.245397393338054,10.245397393338054
472,adipose,0.0,0,{dIp5s,A,3,6,3,-8.77617186656672,8.77617186656672
473,adj,0.0,0,{_IktIv,,3,7,3,-9.355158179163189,9.355158179163189
474,adjacent,0.7,0,@_1s@nt,A,3,7,3,-10.241198548065434,10.241198548065434
475,adjectival,0.0,2,{_Ekt2vP,A,4,8,3,-11.627874448464146,11.627874448464146
476,adjectivally,0.0,2,{_Ekt2v@lI,ADV,5,10,5,-12.673405371146242,12.673405371146242
477,adjective,0.6,0,{_IktIv,N,3,7,3,-9.355158179163189,9.355158179163189
478,adjoin,0.3,2,@_4n,V,2,4,2,-6.780613442820193,6.780613442820193
479,adjoining,0.7,1,@_4nIN,A,3,6,3,-8.239966264255814,8.239966264255814
480,adjourn,0.3,0,@_3n,V,2,4,2,-7.2597825089874854,7.2597825089874854
481,adjournment,0.0,2,@_3nm@nt,N,3,8,3,-11.618475417338082,11.618475417338082
482,adjudge,0.0,2,@_V_,V,2,4,2,-7.773019310172026,7.773019310172026
483,adjudicate,0.0,0,@_udIk1t,V,4,8,4,-10.468312398817893,10.468312398817893
484,adjudication,0.0,2,@_udIk1SH,N,5,9,4,-10.322355668427845,10.322355668427845
485,adjudicator,0.0,2,@_udIk1t@R,N,5,10,5,-11.608536887992086,11.608536887992086
486,adjunct,0.3,0,{_VNkt,N,2,6,2,-8.948364927481212,8.948364927481212
487,adjuration,0.0,2,{_9r1SH,N,4,7,3,-8.06325391097004,8.06325391097004
488,adjure,0.0,0,@_9R,V,2,4,2,-6.316710274167458,6.316710274167458
489,adjust,1.42,0,@_Vst,V,2,5,2,-7.43167570063603,7.43167570063603
490,adjustable,0.3,2,@_Vst@bP,A,4,8,3,-9.833049809164862,9.833049809164862
491,adjuster,0.0,2,@_Vst@R,N,3,7,3,-8.571900189810224,8.571900189810224
492,adjustment,1.11,2,@_Vstm@nt,N,3,9,3,-12.034757009218726,12.034757009218726
493,adjutant,0.0,0,{_Ut@nt,N,3,7,3,-9.63160598600815,9.63160598600815
494,ad lib,0.0,0,{dlIb,ADV,2,5,2,-8.52357869307825,8.52357869307825
495,ad-lib,0.0,1,{dlIb,V,2,5,2,-8.52357869307825,8.52357869307825
496,ad-lib,0.0,1,{dlIb,A,2,5,2,-8.52357869307825,8.52357869307825
497,ad libitum,0.0,0,{dlIbIt@m,ADV,4,9,4,-12.12302042286841,12.12302042286841
498,adman,0.0,2,{dm{n,N,2,5,2,-7.970865746763323,7.970865746763323
499,admass,0.0,2,{dm{s,N,2,5,2,-8.254834545525544,8.254834545525544
500,administer,1.08,2,@dmInIst@R,V,4,10,4,-11.107483282223564,11.107483282223564
501,administer to,0.0,2,@dmInIst@tu,V,5,11,5,-14.825442239026781,14.825442239026781
502,administration,1.67,2,@dmInIstr1SH,N,5,12,4,-12.65222833288823,12.65222833288823
503,administrative,1.26,2,@dmInIstr@tIv,A,5,13,5,-15.241745575969187,15.241745575969187
504,administratively,0.0,2,@dmInIstr@tIvlI,ADV,6,15,6,-16.692060789197605,16.692060789197605
505,administrator,1.08,2,@dmInIstr1t@R,N,5,13,5,-13.938409552452471,13.938409552452471
506,admirable,1.04,2,{dm@r@bP,A,4,8,3,-9.870647718146595,9.870647718146595
507,admirably,0.48,2,{dm@r@blI,ADV,4,9,4,-10.934931019996723,10.934931019996723
508,admiral,0.78,1,{dm@r@l,N,3,7,3,-9.801220943047095,9.801220943047095
509,admiralty,0.3,2,{dm@r@ltI,N,4,9,4,-11.789919662693432,11.789919662693432
510,admiration,1.2,2,{dm@r1SH,N,4,8,3,-9.212192990306272,9.212192990306272
511,admire,1.64,0,@dm2@R,V,3,6,3,-8.699581293116028,8.699581293116028
512,admirer,0.9,2,@dm2@r@R,N,4,8,4,-10.469734464466118,10.469734464466118
513,admiring,0.48,1,@dm2@rIN,A,4,8,4,-10.947122626463829,10.947122626463829
514,admiringly,0.0,2,@dm2@rINlI,ADV,5,10,5,-12.603967034458707,12.603967034458707
515,admissibility,0.0,2,@dmIs@bIl@tI,N,6,12,6,-14.947288185862242,14.947288185862242
516,admissible,0.0,2,@dmIs@bP,A,4,8,3,-10.293398668850259,10.293398668850259
517,admission,1.28,2,@dmISH,N,3,6,2,-8.114324036656836,8.114324036656836
518,admit,1.99,0,@dmIt,V,2,5,2,-7.94056446947145,7.94056446947145
519,admit of,0.0,2,@dmItQv,V,3,7,3,-11.989103546287097,11.989103546287097
520,admittance,0.0,2,@dmIt@ns,N,3,8,3,-10.633197657640016,10.633197657640016
521,admitted,0.48,1,@dmItId,A,3,7,3,-10.077465452534137,10.077465452534137
522,admittedly,0.9,3,@dmItIdlI,ADV,4,9,4,-11.968329126194448,11.968329126194448
523,admix,0.0,2,{dmIks,V,2,6,2,-8.798473539802526,8.798473539802526
524,admixture,0.0,2,{dmIksJ@R,N,3,9,3,-12.186495512670016,12.186495512670016
525,admonish,0.3,0,@dmQnIS,V,3,7,3,-10.920096889717934,10.920096889717934
526,admonishing,0.0,1,@dmQnISIN,A,4,9,4,-12.59480971990825,12.59480971990825
527,admonishingly,0.0,2,@dmQnISINlI,ADV,5,11,5,-14.251654127903128,14.251654127903128
528,admonition,0.3,2,{dm5nISH,N,4,8,3,-10.611605186173302,10.611605186173302
529,admonitory,0.0,2,@dmQnIt@rI,A,5,10,5,-12.69246769013045,12.69246769013045
530,ad nauseam,0.0,0,{dn$zI{m,ADV,4,8,4,-14.51779724336206,14.51779724336206
531,ado,0.3,2,@du,N,2,3,2,-6.665315827388254,6.665315827388254
532,adobe,0.0,1,@d5bI,N,3,5,3,-7.956000856045456,7.956000856045456
533,adolescence,1.0,2,{d5lEsHs,N,4,8,3,-12.499697431088883,12.499697431088883
534,adolescent,1.0,1,{d5lEsHt,N,4,8,3,-12.200236453396393,12.200236453396393
535,adolescent,0.85,0,{d5lEsHt,A,4,8,3,-12.200236453396393,12.200236453396393
536,adopt,1.76,2,@dQpt,V,2,5,2,-8.076730164030227,8.076730164030227
537,adoption,1.0,2,@dQpSH,N,3,6,2,-8.519649395256915,8.519649395256915
538,adoptive,0.0,2,@dQptIv,A,3,7,3,-10.44939333930115,10.44939333930115
539,adorable,0.3,2,@d$r@bP,A,4,7,3,-9.079263676106425,9.079263676106425
540,adorably,0.0,2,@d$r@blI,ADV,4,8,4,-10.143546977956554,10.143546977956554
541,adoration,0.48,2,{d@r1SH,N,4,7,3,-7.353336662791207,7.353336662791207
542,adore,1.08,1,@d$R,V,2,4,2,-6.454090083564616,6.454090083564616
543,adorer,0.0,2,@d$r@R,N,3,6,3,-7.818114056751789,7.818114056751789
544,adoring,0.0,1,@d$rIN,A,3,6,3,-8.2955022187495,8.2955022187495
545,adoringly,0.0,2,@d$rINlI,ADV,4,8,4,-9.952346626744378,9.952346626744378
546,adorn,0.6,1,@d$n,V,2,4,2,-7.124048160289473,7.124048160289473
547,adornment,0.3,2,@d$nm@nt,N,3,8,3,-11.48274106864007,11.48274106864007
548,adrenal,0.0,2,@drinP,A,3,6,2,-8.754514358830974,8.754514358830974
549,adrenalin,0.3,2,@drEn@lIn,N,4,9,4,-10.757466871802675,10.757466871802675
550,adrift,0.0,1,@drIft,A,2,6,2,-8.750361796491795,8.750361796491795
551,adrift,0.0,2,@drIft,ADV,2,6,2,-8.750361796491795,8.750361796491795
552,adroit,0.0,0,@dr4t,A,2,5,2,-8.855175722457183,8.855175722457183
553,adroitly,0.0,2,@dr4tlI,ADV,3,7,3,-10.81410237029681,10.81410237029681
554,adroitness,0.0,2,@dr4tnIs,N,3,8,3,-12.608940371195432,12.608940371195432
555,adulate,0.0,0,{_Ul1t,V,3,6,3,-8.389612332204273,8.389612332204273
556,adulation,0.0,2,{djUl1SH,N,4,8,3,-8.14188894587587,8.14188894587587
557,adulator,0.0,2,{djUl1t@R,N,4,9,4,-9.428070165440113,9.428070165440113
558,adulatory,0.0,2,{djUl1t@rI,A,5,10,5,-10.771073897965621,10.771073897965621
559,adult,1.97,1,{dVlt,N,2,5,2,-8.14387682009173,8.14387682009173
560,adult,1.57,1,{dVlt,A,2,5,2,-8.14387682009173,8.14387682009173
561,adult education,0.0,2,{dVltE_Uk1SH,N,6,12,5,-16.489655546510868,16.489655546510868
562,adulterant,0.0,2,@dVlt@r@nt,N,4,10,4,-12.352425645412122,12.352425645412122
563,adulterate,0.0,2,@dVlt@r1t,V,4,9,4,-11.810438922106886,11.810438922106886
564,adulteration,0.0,2,@dVlt@r1SH,N,5,10,4,-11.66448219171684,11.66448219171684
565,adulterer,0.0,0,@dVlt@r@R,N,4,9,4,-11.061787300202523,11.061787300202523
566,adulteress,0.0,2,@dVlt@rIs,N,4,9,4,-11.451822680965199,11.451822680965199
567,adulterous,0.0,2,@dVlt@r@s,A,4,9,4,-11.942247180125863,11.942247180125863
568,adultery,0.78,2,@dVlt@rI,N,4,8,4,-10.634637861377941,10.634637861377941
569,adulthood,0.48,2,{dVlthUd,N,3,8,3,-13.417135692610627,13.417135692610627
570,adumbrate,0.0,0,{dVmbr1t,V,3,8,3,-10.626689186055021,10.626689186055021
571,adumbration,0.0,2,{dVmbr1SH,N,4,9,3,-10.480732455664972,10.480732455664972
572,adv,0.0,0,{dv3b,,2,5,2,-9.399892111639366,9.399892111639366
573,ad valorem,0.0,0,{dv@l$rEm,ADV,4,9,4,-13.302113501794256,13.302113501794256
574,advance,1.72,1,@dv#ns,N,2,6,2,-10.036450605020816,10.036450605020816
575,advance,1.46,0,@dv#ns,V,2,6,2,-10.036450605020816,10.036450605020816
576,advanced,1.63,1,@dv#nst,A,2,7,2,-10.717608626923052,10.717608626923052
577,advanced level,0.0,2,@dv#nstlEvP,N,4,11,3,-16.4169652093257,16.4169652093257
578,advancement,0.6,2,@dv#nsm@nt,N,3,10,3,-14.275055835163943,14.275055835163943
579,advances,0.0,1,@dv#nsIz,N,3,8,3,-12.393574881042973,12.393574881042973
580,advantage,2.0,2,@dv#ntI_,N,3,8,3,-12.496383228529712,12.496383228529712
581,advantage,0.0,1,@dv#ntI_,V,3,8,3,-12.496383228529712,12.496383228529712
582,advantageous,0.48,2,{dv@nt1_@s,A,4,10,4,-13.404948066477651,13.404948066477651
583,advantageously,0.0,2,{dv@nt1_@slI,ADV,5,12,5,-15.183502959394426,15.183502959394426
584,advent,0.7,0,{dv@nt,N,2,6,2,-8.133267001698599,8.133267001698599
585,Advent,0.0,0,{dv@nt,N,2,6,2,-8.133267001698599,8.133267001698599
586,Adventist,0.0,2,{dv@ntIst,N,3,9,3,-10.376315488311139,10.376315488311139
587,adventitious,0.0,0,{dvEntIS@s,A,4,10,4,-12.906773210293375,12.906773210293375
588,adventitiously,0.0,2,{dvEntIS@slI,ADV,5,12,5,-14.68532810321015,14.68532810321015
589,adventure,1.34,2,@dvEnJ@R,N,3,8,3,-10.782313074106161,10.782313074106161
590,adventure,0.0,1,@dvEnJ@R,V,3,8,3,-10.782313074106161,10.782313074106161
591,adventurer,0.48,2,@dvEnJ@r@R,N,4,10,4,-12.552466245456252,12.552466245456252
592,adventuresome,0.0,2,@dvEnJ@s@m,A,4,10,4,-14.383287168607724,14.383287168607724
593,adventuress,0.0,2,@dvEnJ@rIs,N,4,10,4,-12.942501626218927,12.942501626218927
594,adventurous,0.6,2,@dvEnJ@r@s,A,4,10,4,-13.432926125379591,13.432926125379591
595,adventurously,0.0,2,@dvEnJ@r@slI,ADV,5,12,5,-15.211481018296366,15.211481018296366
596,adverb,0.0,2,{dv3b,N,2,5,2,-9.399892111639366,9.399892111639366
597,adverbial,0.0,2,@dv3bj@l,A,3,8,3,-12.256759029689118,12.256759029689118
598,adverbial,0.0,2,@dv3bj@l,N,3,8,3,-12.256759029689118,12.256759029689118
599,adverbially,0.0,2,@dv3bj@lI,ADV,4,9,4,-12.272185814825026,12.272185814825026
600,adversary,0.6,2,{dv@s@rI,N,4,8,4,-10.564451059737095,10.564451059737095
601,adverse,0.85,0,{dv3s,A,2,5,2,-8.139014573614169,8.139014573614169
602,adversely,0.3,2,{dv3slI,ADV,3,7,3,-9.917569466530946,9.917569466530946
603,adversity,0.0,2,@dv3s@tI,N,4,8,4,-11.209160788447328,11.209160788447328
604,advert,0.3,1,{dv3t,N,2,5,2,-8.095435721472912,8.095435721472912
605,advertence,0.0,2,@dv3t@ns,N,3,8,3,-10.795601729227986,10.795601729227986
606,advertent,0.0,0,@dv3t@nt,A,3,8,3,-10.533831375443214,10.533831375443214
